Virus,Host
49641--k141_246269||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49625_12.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_246269||full.fasta,concatenated_49627-contigs.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_246269||full.fasta,concatenated_49626-contigs.fasta
49641--k141_246269||full.fasta,concatenated_49625-contigs.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_246269||full.fasta,concatenated_Sample_49632_27.fasta
49641--k141_246269||full.fasta,concatenated_49631-contigs.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49632_12.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49625_12.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49628_63.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49624_34.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49628_20.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_61997||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_171689||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_171689||full.fasta,concatenated_49633-contigs.fasta
49631--k141_171689||full.fasta,concatenated_Sample_49624_46.fasta
49631--k141_171689||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_171689||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49632_12.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_86967||full.fasta,concatenated_49633-contigs.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_86967||full.fasta,concatenated_49628-contigs.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_86967||full.fasta,concatenated_49624-contigs.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_86967||full.fasta,concatenated_49627-contigs.fasta
49641--k141_86967||full.fasta,concatenated_49626-contigs.fasta
49641--k141_86967||full.fasta,concatenated_49625-contigs.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_86967||full.fasta,concatenated_49629-contigs.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49624_23.fasta
49641--k141_86967||full.fasta,concatenated_Sample_49632_27.fasta
49641--k141_86967||full.fasta,concatenated_49631-contigs.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_Sample_49624_12.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_49628-contigs.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_Sample_49628_11.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_49624-contigs.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_Sample_49624_47.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_49627-contigs.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_Sample_49625_6.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_49626-contigs.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_49625-contigs.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_49629-contigs.fasta
concatenated_49627_vRhyme_bin_186.fasta,concatenated_49631-contigs.fasta
49631--k141_104536||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_104536||full.fasta,concatenated_49625-contigs.fasta
49631--k141_104536||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49632_12.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_119871||full.fasta,concatenated_49633-contigs.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_119871||full.fasta,concatenated_49628-contigs.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_119871||full.fasta,concatenated_49624-contigs.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49628_63.fasta
49641--k141_119871||full.fasta,concatenated_49627-contigs.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49628_55.fasta
49641--k141_119871||full.fasta,concatenated_49629-contigs.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_119871||full.fasta,concatenated_Sample_49632_27.fasta
49641--k141_119871||full.fasta,concatenated_49631-contigs.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49632_12.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_28522||full.fasta,concatenated_49628-contigs.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49625_12.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49624_34.fasta
49641--k141_28522||full.fasta,concatenated_49627-contigs.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_28522||full.fasta,concatenated_49626-contigs.fasta
49641--k141_28522||full.fasta,concatenated_49625-contigs.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49628_20.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_28522||full.fasta,concatenated_Sample_49632_27.fasta
49641--k141_28522||full.fasta,concatenated_49631-contigs.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_49633-contigs.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_Sample_49624_12.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_Sample_49624_46.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_Sample_49628_11.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_49624-contigs.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_49627-contigs.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_Sample_49625_6.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_119.fasta,concatenated_49631-contigs.fasta
concatenated_49631_vRhyme_bin_322.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49631_vRhyme_bin_322.fasta,concatenated_Sample_49624_12.fasta
concatenated_49631_vRhyme_bin_322.fasta,concatenated_Sample_49624_46.fasta
concatenated_49631_vRhyme_bin_322.fasta,concatenated_Sample_49628_11.fasta
concatenated_49631_vRhyme_bin_322.fasta,concatenated_Sample_49625_12.fasta
concatenated_49631_vRhyme_bin_322.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_203755||full.fasta,concatenated_49633-contigs.fasta
49641--k141_203755||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_203755||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_203755||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_203755||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49632_12.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_49633-contigs.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49624_46.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_49628-contigs.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49628_11.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_49624-contigs.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49624_47.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49628_63.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49624_34.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49625_6.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_49625-contigs.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49628_20.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_49629-contigs.fasta
concatenated_49635_vRhyme_bin_42.fasta,concatenated_Sample_49624_8.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_Sample_49624_12.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_Sample_49624_46.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_49628-contigs.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_Sample_49628_11.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_49624-contigs.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_49627-contigs.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_Sample_49625_6.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_49626-contigs.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_49625-contigs.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_49629-contigs.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_Sample_49624_8.fasta
concatenated_49627_vRhyme_bin_165.fasta,concatenated_49631-contigs.fasta
concatenated_49641_vRhyme_bin_209.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_209.fasta,concatenated_Sample_49624_23.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49632_5.1.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49624_12.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49624_46.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49628_11.fasta
49627--k141_78310||full.fasta,concatenated_49624-contigs.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49624_47.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49624_51.1.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49625_6.fasta
49627--k141_78310||full.fasta,concatenated_49626-contigs.fasta
49627--k141_78310||full.fasta,concatenated_49629-contigs.fasta
49627--k141_78310||full.fasta,concatenated_Sample_49632_27.fasta
49627--k141_78310||full.fasta,concatenated_49631-contigs.fasta
49628--k141_86525||full.fasta,concatenated_Sample_49632_5.1.fasta
49628--k141_86525||full.fasta,concatenated_Sample_49624_12.fasta
49628--k141_86525||full.fasta,concatenated_Sample_49628_11.fasta
49628--k141_86525||full.fasta,concatenated_Sample_49624_51.1.fasta
49628--k141_86525||full.fasta,concatenated_Sample_49625_6.fasta
49628--k141_86525||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49633-contigs.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_Sample_49624_12.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49628-contigs.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_Sample_49628_11.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49624-contigs.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_Sample_49624_47.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_Sample_49624_34.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49627-contigs.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49626-contigs.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49625-contigs.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_Sample_49628_20.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49629-contigs.fasta
concatenated_49641_vRhyme_bin_313.fasta,concatenated_49631-contigs.fasta
49641--k141_33168||full.fasta,concatenated_Sample_49624_47.fasta
49641--k141_33168||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_33168||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_33168||full.fasta,concatenated_Sample_49624_8.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49632_12.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49633-contigs.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49624_12.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49624_46.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49628-contigs.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49628_11.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49625_12.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49624-contigs.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49624_47.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49627-contigs.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49626-contigs.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49625-contigs.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49628_55.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49629-contigs.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_Sample_49632_27.fasta
concatenated_49627_vRhyme_bin_83.fasta,concatenated_49631-contigs.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49632_12.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49624_46.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_49628-contigs.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_49624-contigs.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49624_47.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_49627-contigs.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49625_6.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_49626-contigs.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_49625-contigs.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_49629-contigs.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49624_23.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49624_8.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_Sample_49632_27.fasta
concatenated_49630_vRhyme_bin_7.fasta,concatenated_49631-contigs.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49632_5.1.fasta
49631--k141_174245||full.fasta,concatenated_49633-contigs.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49624_12.fasta
49631--k141_174245||full.fasta,concatenated_49628-contigs.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49628_11.fasta
49631--k141_174245||full.fasta,concatenated_49624-contigs.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49624_47.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49624_51.1.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49624_34.fasta
49631--k141_174245||full.fasta,concatenated_49627-contigs.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49625_6.fasta
49631--k141_174245||full.fasta,concatenated_49626-contigs.fasta
49631--k141_174245||full.fasta,concatenated_49625-contigs.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49628_20.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49628_55.fasta
49631--k141_174245||full.fasta,concatenated_49629-contigs.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49624_23.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49624_8.fasta
49631--k141_174245||full.fasta,concatenated_Sample_49632_27.fasta
49631--k141_174245||full.fasta,concatenated_49631-contigs.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49632_5.1.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_49633-contigs.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49624_12.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49624_46.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49628_11.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49624_47.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49624_51.1.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49624_34.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49625_6.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49624_8.fasta
concatenated_49631_vRhyme_bin_194.fasta,concatenated_Sample_49632_27.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49632_12.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49632_5.1.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49624_12.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49624_46.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49628_11.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49624_51.1.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49625_6.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49624_8.fasta
49641--k141_9775||full.fasta,concatenated_Sample_49632_27.fasta
concatenated_49641_vRhyme_bin_79.fasta,concatenated_Sample_49624_51.1.fasta
